mode,load,0_densenet121-8,1_mobilenet_v3_large-32,2_squeezenet1_0-8
mps-uncap,0.8,17.73706436157226,11.895365715026847,6.969404220581056
mps-uncap,0.9,17.658114433288574,10.865213871002195,7.168266773223878
mps-uncap,1.0,21.006994247436523,11.260986328125,7.183260917663574
mps-uncap,0.5,19.886581897735596,12.913846969604496,6.604480743408203
mps-uncap,0.6,20.283834934234616,13.150238990783695,6.679613590240482
mps-uncap,0.7,20.967469215393045,13.280916213989272,6.873607635498047
mps-uncap,0.1,28.105316162109375,12.538323402404789,6.431760787963867
mps-uncap,0.2,28.15459489822387,12.243902683258048,6.588761806488033
mps-uncap,0.3,22.77385711669922,11.961169242858887,6.541247367858886
mps-uncap,0.4,21.8920612335205,13.25385093688965,6.600017547607416
