mode,load,0_densenet121-8,1_mobilenet_v3_large-32,2_squeezenet1_0-8
mps-uncap,0.8,23.026227951049805,32.588839530944824,12.511253356933594
mps-uncap,0.9,26.80814266204834,1480.880618095398,1491.03581905365
mps-uncap,1.0,3293.9579486846924,6965.295195579529,1892.903208732605
mps-uncap,0.5,15.617847442626953,9.45436954498291,3.7279129028320312
mps-uncap,0.6,17.007112503051758,10.897636413574219,3.985881805419922
mps-uncap,0.7,20.210742950439453,13.996005058288574,4.978656768798828
mps-uncap,0.1,21.808981895446777,11.174678802490234,3.9985179901123047
mps-uncap,0.2,20.845651626586914,10.84756851196289,3.983616828918457
mps-uncap,0.3,15.662908554077148,9.781599044799805,3.887772560119629
mps-uncap,0.4,15.361547470092773,9.255409240722656,3.824472427368164
