mode,load,0_densenet121-8,1_mobilenet_v3_large-32,2_squeezenet1_0-8
mps-uncap,0.8,93.10404300689693,198.4401297569274,80.21006584167485
mps-uncap,0.9,105.74990510940552,3299.380283355713,3133.4863138198853
mps-uncap,1.0,5376.473655700684,12880.614459514618,4218.223288059235
mps-uncap,0.5,46.974153518676566,23.47058057785035,9.886846542358398
mps-uncap,0.6,43.67449522018428,44.38069820404068,12.786436080932619
mps-uncap,0.7,97.69315481185913,62.12856769561779,23.253560066223145
mps-uncap,0.1,31.505184173584112,10.722427368164062,3.7041616439819323
mps-uncap,0.2,24.179124832153292,18.054485321044908,5.992238521575905
mps-uncap,0.3,25.584573745727564,18.086318969726538,6.504063606262193
mps-uncap,0.4,30.14345645904528,21.13152265548707,8.283481597900382
