mode,load,0_densenet121-16,1_resnet152-2,2_squeezenet1_1-32
mps-uncap,0.8,637.1500085359467,89.63027536567904,4505.733859554602
mps-uncap,0.9,735.6631251950613,100.37760782086478,5060.681414612145
mps-uncap,1.0,791.2170629795366,106.40191027953634,5755.359716596343
mps-uncap,0.5,407.85976150343106,55.11137893002091,2887.845046765163
mps-uncap,0.6,490.7017373561932,63.720338995118766,3352.365663872313
mps-uncap,0.7,546.2349118039286,81.15769178559198,4063.9125992253526
mps-uncap,0.1,82.13559653510802,11.382808602662418,572.7156371846677
mps-uncap,0.2,164.10277626402612,21.302621104500506,1125.4719255182918
mps-uncap,0.3,234.78743653396313,33.42719179877914,1727.8144714715027
mps-uncap,0.4,308.17999090557515,45.937757317482834,2270.7169652468892
