mode,load,0_squeezenet1_0-8,1_vgg11-32,2_vgg11-4
mps-uncap,0.8,53.306174278259284,152.98445224761963,22.111368179321293
mps-uncap,0.9,346.08037471771246,1232.7163219451904,33.02934169769287
mps-uncap,1.0,3010.8447074890137,6758.748435974121,51.83789730072022
mps-uncap,0.5,14.54215049743652,34.563088417053216,11.30776405334473
mps-uncap,0.6,15.756320953369151,40.80514907836914,12.989759445190439
mps-uncap,0.7,25.539493560791023,60.01787185668946,17.823457717895508
mps-uncap,0.1,5.95688819885254,18.8992977142334,4.979825019836425
mps-uncap,0.2,7.942914962768553,20.660042762756348,8.296632766723638
mps-uncap,0.3,10.93268394470215,24.535012245178223,9.009838104248047
mps-uncap,0.4,12.109231948852539,26.309967041015625,10.231828689575197
