mode,load,0_squeezenet1_0-8,1_vgg11-32,2_vgg11-4
mps-uncap,0.8,108.91567468643187,263.30550432205195,36.979207992553704
mps-uncap,0.9,500.5479717254638,1726.4422607421875,57.88633108139042
mps-uncap,1.0,3249.7437715530396,7626.764307022095,91.99652433395381
mps-uncap,0.5,27.669968605041518,60.39682388305645,18.841037750244137
mps-uncap,0.6,29.410324096679794,75.9616684913636,25.538189411163344
mps-uncap,0.7,58.35267543792725,99.02266263961783,30.153083801269524
mps-uncap,0.1,14.00032043457029,31.510257720947205,11.782886981964113
mps-uncap,0.2,12.875123023986824,31.360650062561003,11.744794845581053
mps-uncap,0.3,16.04682922363281,37.572906017303474,12.505292892456055
mps-uncap,0.4,21.304483413696303,42.45076179504394,13.38643074035644
