mode,load,0_squeezenet1_0-8,1_vgg11-32,2_vgg11-4
mps-uncap,0.8,15.979864597320557,17.688944339752183,13.683891296386717
mps-uncap,0.9,16.026318073272705,17.55615234375,13.812541961669922
mps-uncap,1.0,16.44926071166993,18.174753189086907,14.401514530181885
mps-uncap,0.5,14.53523635864258,16.655006408691403,12.650184631347656
mps-uncap,0.6,14.745578765869151,16.835169792175293,13.407111167907717
mps-uncap,0.7,15.161371231079102,17.21372842788696,13.874530792236328
mps-uncap,0.1,13.483753204345689,19.887075424194332,11.477172374725344
mps-uncap,0.2,12.504296302795414,16.347718238830566,11.641006469726559
mps-uncap,0.3,13.746957778930664,16.278731822967533,11.432886123657227
mps-uncap,0.4,14.102683067321777,16.55402183532715,11.857404708862305
