mode,load,0_squeezenet1_0-8,1_vgg11-32,2_vgg11-4
mps-uncap,0.8,17.97199249267578,19.221782684326172,14.213323593139648
mps-uncap,0.9,17.886877059936523,18.813133239746094,14.518976211547852
mps-uncap,1.0,18.5394287109375,19.387483596801758,14.746665954589844
mps-uncap,0.5,16.357898712158203,17.55690574645996,13.302326202392578
mps-uncap,0.6,16.847610473632812,18.483877182006836,14.184713363647461
mps-uncap,0.7,17.13275909423828,18.503427505493164,14.218330383300781
mps-uncap,0.1,17.091035842895508,20.537853240966797,16.33739471435547
mps-uncap,0.2,17.821550369262695,19.56343650817871,15.641212463378906
mps-uncap,0.3,16.47496223449707,17.05002784729004,12.727737426757812
mps-uncap,0.4,16.402244567871094,19.217967987060547,13.277053833007812
