mode,load,0_squeezenet1_0-8,1_vgg11-32,2_vgg11-4
mps-uncap,0.8,147.3827362060547,296.889066696167,49.835205078125
mps-uncap,0.9,572.4232196807861,1834.5186710357666,82.29494094848633
mps-uncap,1.0,3277.1668434143066,7687.671899795532,115.63444137573242
mps-uncap,0.5,28.044462203979492,77.33821868896484,25.565385818481445
mps-uncap,0.6,33.81085395812988,95.72434425354004,34.80172157287598
mps-uncap,0.7,74.02396202087402,117.02394485473633,50.16922950744629
mps-uncap,0.1,7.694721221923828,28.08403968811035,4.941463470458984
mps-uncap,0.2,11.299610137939453,32.217979431152344,8.71586799621582
mps-uncap,0.3,20.044565200805664,35.714149475097656,11.034011840820312
mps-uncap,0.4,35.14266014099121,52.112579345703125,12.349843978881836
