mode,load,0_efficientnet_b7-8,1_inception_v3-4,2_vgg13-8
mps-uncap,0.8,54.31559085845948,23.23603630065918,6.061744689941406
mps-uncap,0.9,57.46350288391113,23.304176330566406,6.30648136138916
mps-uncap,1.0,55.85289001464844,26.360726356506348,6.592702865600587
mps-uncap,0.5,33.12559127807617,15.52248001098633,5.55882453918457
mps-uncap,0.6,41.37234687805175,17.241859436035163,5.810117721557617
mps-uncap,0.7,49.314117431640625,20.349979400634766,5.877256393432617
mps-uncap,0.1,30.462265014648438,12.58230209350586,4.640102386474609
mps-uncap,0.2,31.212210655212402,13.882279396057129,4.958558082580566
mps-uncap,0.3,30.10106086730957,14.138865470886234,5.1380157470703125
mps-uncap,0.4,31.957387924194336,14.590644836425781,5.3821563720703125
