mode,load,0_efficientnet_b7-8,1_inception_v3-4,2_vgg13-8
mps-uncap,0.8,208.6710095405581,95.82419395446765,41.96858406066894
mps-uncap,0.9,535.438196659088,130.71953773498538,82.86938190460212
mps-uncap,1.0,1712.4369025230412,787.9670834541328,275.9941339492798
mps-uncap,0.5,80.52393436431949,36.25216484069823,17.86026954650878
mps-uncap,0.6,97.63659477233897,44.79027748107925,22.99875736236573
mps-uncap,0.7,148.0408668518066,53.83502483367919,28.92401218414301
mps-uncap,0.1,51.73945426940915,20.858907699584964,8.561444282531737
mps-uncap,0.2,46.43368721008299,21.943390369415283,10.24475812911987
mps-uncap,0.3,54.47818040847766,30.432052612304673,11.970362663269045
mps-uncap,0.4,60.09131431579586,27.462897300720204,14.792299270629877
