mode,load,0_efficientnet_b7-8,1_inception_v3-4,2_vgg13-8
mps-uncap,0.8,61.687469482421875,28.200626373291016,7.17616081237793
mps-uncap,0.9,60.9743595123291,26.851415634155273,7.280826568603516
mps-uncap,1.0,58.28595161437988,29.128551483154297,7.727622985839844
mps-uncap,0.5,52.154541015625,25.731563568115234,6.875276565551758
mps-uncap,0.6,52.82330513000488,26.06034278869629,7.182121276855469
mps-uncap,0.7,58.03346633911133,27.77266502380371,7.078647613525391
mps-uncap,0.1,35.28332710266113,14.178752899169922,6.725788116455078
mps-uncap,0.2,35.489797592163086,21.677255630493164,6.580352783203125
mps-uncap,0.3,37.183523178100586,20.419597625732422,6.701231002807617
mps-uncap,0.4,47.21498489379883,22.727251052856445,6.895780563354492
