mode,load,0_efficientnet_b7-8,1_inception_v3-4,2_vgg13-8
mps-uncap,0.8,4.770755767822266,0.057220458984375,3.4492015838623047
mps-uncap,0.9,36.14306449890137,6.070137023925781,8.163213729858398
mps-uncap,1.0,516.9289112091064,164.37256336212158,65.59634208679199
mps-uncap,0.5,0.058650970458984375,0.052928924560546875,0.04649162292480469
mps-uncap,0.6,0.05698204040527344,0.05173683166503906,0.04792213439941406
mps-uncap,0.7,0.05698204040527344,0.04887580871582031,1.474618911743164
mps-uncap,0.1,0.05793571472167969,0.05936622619628906,0.04982948303222656
mps-uncap,0.2,0.060558319091796875,0.060677528381347656,0.050067901611328125
mps-uncap,0.3,0.05936622619628906,0.059604644775390625,0.050067901611328125
mps-uncap,0.4,0.05793571472167969,0.05555152893066406,0.047206878662109375
