mode,load,0_efficientnet_b7-8,1_inception_v3-4,2_vgg13-8
mps-uncap,0.8,0.013113021850585938,0.011682510375976562,0.009059906005859375
mps-uncap,0.9,0.01430511474609375,0.011205673217773438,0.008821487426757812
mps-uncap,1.0,0.017404556274414062,0.011205673217773438,0.010251998901367188
mps-uncap,0.5,0.01239776611328125,0.012636184692382812,0.01049041748046875
mps-uncap,0.6,0.014066696166992188,0.01239776611328125,0.010013580322265625
mps-uncap,0.7,0.013589859008789062,0.011682510375976562,0.00858306884765625
mps-uncap,0.1,0.014543533325195312,0.012636184692382812,0.011920928955078125
mps-uncap,0.2,0.021457672119140625,0.015735626220703125,0.010251998901367188
mps-uncap,0.3,0.015497207641601562,0.011920928955078125,0.01049041748046875
mps-uncap,0.4,0.012636184692382812,0.0133514404296875,0.010728836059570312
