mode,load,0_efficientnet_b7-8,1_inception_v3-4,2_vgg13-8
mps-uncap,0.8,15.442609786987305,4.852533340454102,4.419803619384766
mps-uncap,0.9,15.670537948608398,4.77147102355957,4.43720817565918
mps-uncap,1.0,15.846729278564453,4.8618316650390625,4.428625106811523
mps-uncap,0.5,15.293598175048828,4.84013557434082,4.412174224853516
mps-uncap,0.6,15.34891128540039,4.80198860168457,4.411935806274414
mps-uncap,0.7,15.283584594726562,4.775524139404297,4.404783248901367
mps-uncap,0.1,15.320777893066406,4.877328872680664,4.403829574584961
mps-uncap,0.2,15.272378921508789,5.1174163818359375,4.400491714477539
mps-uncap,0.3,15.34414291381836,4.818439483642578,4.41431999206543
mps-uncap,0.4,15.268564224243164,4.807233810424805,4.413843154907227
