mode,load,0_efficientnet_b7-8,1_inception_v3-4,2_vgg13-8
mps-uncap,0.8,48.99477958679199,16.79205894470215,8.54349136352539
mps-uncap,0.9,77.69298553466797,23.03338050842285,13.699650764465332
mps-uncap,1.0,570.9506273269653,187.62874603271484,71.57087326049805
mps-uncap,0.5,24.059772491455078,12.816071510314941,4.963159561157227
mps-uncap,0.6,28.74135971069336,13.018131256103516,5.61213493347168
mps-uncap,0.7,36.96489334106445,14.316082000732422,6.4116716384887695
mps-uncap,0.1,24.63364601135254,11.990070343017578,4.550695419311523
mps-uncap,0.2,25.218486785888672,12.748956680297852,4.564762115478516
mps-uncap,0.3,22.807002067565918,12.517690658569336,4.599332809448242
mps-uncap,0.4,23.857593536376953,12.594461441040039,4.732370376586914
