mode,load,0_efficientnet_b7-8,1_inception_v3-4,2_vgg13-8
mps-uncap,0.8,265.72442054748535,131.06894493103027,60.869693756103516
mps-uncap,0.9,601.8650531768799,169.64244842529297,121.10614776611328
mps-uncap,1.0,1798.2630729675293,864.1104698181152,308.2733154296875
mps-uncap,0.5,122.1010684967041,43.9915657043457,28.020620346069336
mps-uncap,0.6,137.1755599975586,68.49026679992676,48.114776611328125
mps-uncap,0.7,239.76588249206543,79.68330383300781,50.51565170288086
mps-uncap,0.1,54.592132568359375,25.184154510498047,12.067794799804688
mps-uncap,0.2,58.5629940032959,28.488874435424805,15.235662460327148
mps-uncap,0.3,76.5526294708252,40.01331329345703,17.127037048339844
mps-uncap,0.4,84.90204811096191,32.158613204956055,21.57282829284668
