mode,load,0_densenet121-32,1_resnet50-2,2_vgg19-16
mps-uncap,0.6,33.13529491424561,41.45200252532961,9.183454513549806
mig,0.6,72.96504974365236,10.800695419311522,86.70163154602051
mps-uncap,0.7,46.44443988800049,173.58169555664062,12.172269821166994
mig,0.7,83.5668563842774,15.38548469543457,132.266902923584
mps-uncap,0.8,67.23771095275879,9765.20390510559,12.81137466430665
mig,0.8,145.64347267150882,23.577833175659165,164.38555717468262
mps-uncap,0.9,155.85899353027344,22912.07766532898,14.704036712646486
mig,0.9,352.2224187850953,40.247869491577156,432.447338104248
mps-uncap,1.0,156.6636562347412,32925.657749176025,18.646764755249027
mig,1.0,890.6054019927981,1509.8589897155762,1596.8194007873535
mps-uncap,1.1,616.8123245239259,40786.47961616516,20.076513290405273
mig,1.1,5429.133224487306,6121.584963798523,6784.698224067688
mps-uncap,1.2,6776.23896598816,46089.7762298584,26.3054132461548
mig,1.2,14841.105580329895,13312.473297119142,13460.780048370361
mps-uncap,1.3,16661.76962852478,47628.50136756897,24.086666107177734
mig,1.3,21291.516399383545,18657.055521011356,17561.376547813416
