mode,load,0_alexnet-8,1_efficientnet_b6-4,2_squeezenet1_0-4
mps-uncap,0.8,0.9608268737792969,10.190725326538086,1.1491775512695312
mps-uncap,0.9,0.9620189666748047,10.244607925415039,1.1720657348632812
mps-uncap,1.0,0.9586811065673828,10.460615158081055,1.1489391326904297
mps-uncap,0.5,0.9660720825195312,10.16688346862793,1.15966796875
mps-uncap,0.6,0.9663105010986328,10.092735290527344,1.1696815490722656
mps-uncap,0.7,0.9987354278564453,10.117053985595703,1.1565685272216797
mps-uncap,0.1,0.9639263153076172,10.338544845581055,1.177072525024414
mps-uncap,0.2,0.9624958038330078,10.061025619506836,1.1751651763916016
mps-uncap,0.3,0.9655952453613281,9.990692138671875,1.1768341064453125
mps-uncap,0.4,0.9710788726806641,10.13803482055664,1.1744499206542969
