mode,load,0_alexnet-8,1_efficientnet_b6-4,2_squeezenet1_0-4
mps-uncap,0.8,10.913233757019043,69.28299665451047,9.845762252807617
mps-uncap,0.9,19.41335201263425,110.1833152770996,17.28932857513432
mps-uncap,1.0,35.62749624252319,652.3854732513425,117.64207124710065
mps-uncap,0.5,3.0791711807251003,29.631536006927483,6.449413299560537
mps-uncap,0.6,4.068200588226318,35.50262451171875,7.507808208465567
mps-uncap,0.7,5.868692398071289,53.035855293273926,9.040999412536612
mps-uncap,0.1,1.0844612121582016,22.414531707763672,2.3287773132324223
mps-uncap,0.2,1.3752436637878358,28.900461196899467,2.9967474937439
mps-uncap,0.3,1.9264101982116644,23.13240766525264,4.04134750366211
mps-uncap,0.4,2.513880729675299,30.7464909553528,5.316269397735588
