mode,load,0_alexnet-8,1_efficientnet_b6-4,2_squeezenet1_0-4
mps-uncap,0.8,2.8662681579589844,20.72453498840332,3.5278797149658203
mps-uncap,0.9,2.4509429931640625,20.585298538208008,3.335237503051758
mps-uncap,1.0,2.778291702270508,21.482229232788086,4.294395446777344
mps-uncap,0.5,2.5436878204345703,22.719144821166992,3.3478736877441406
mps-uncap,0.6,2.6307106018066406,25.380849838256836,3.426790237426758
mps-uncap,0.7,2.8238296508789062,21.094560623168945,3.884553909301758
mps-uncap,0.1,2.263307571411133,26.91340446472168,3.2241344451904297
mps-uncap,0.2,1.8825531005859375,25.662899017333984,3.2367706298828125
mps-uncap,0.3,1.9879341125488281,25.379657745361328,3.5026073455810547
mps-uncap,0.4,2.0406246185302734,27.252197265625,3.901243209838867
