mode,load,0_alexnet-8,1_efficientnet_b6-4,2_squeezenet1_0-4
mps-uncap,0.8,12.289178371429438,85.36766767501827,12.01920509338379
mps-uncap,0.9,20.777535438537587,127.44658946990964,19.507551193237312
mps-uncap,1.0,37.14659929275511,671.0209846496582,120.32744407653806
mps-uncap,0.5,4.344272613525393,41.93446874618519,8.719644546508786
mps-uncap,0.6,5.437912940979005,48.67583274841313,9.7411036491394
mps-uncap,0.7,7.321395874023438,67.8873062133789,11.39990091323852
mps-uncap,0.1,2.204928398132324,43.74290466308593,4.644417762756351
mps-uncap,0.2,2.565793991088866,42.26141214370732,5.367658138275152
mps-uncap,0.3,3.1250810623168905,40.2301502227783,6.502647399902349
mps-uncap,0.4,3.788299560546879,44.83482360839845,7.693517208099364
