mode,load,0_alexnet-8,1_efficientnet_b6-4,2_squeezenet1_0-4
mps-uncap,0.8,1.8141436576843262,19.57505941390991,2.8676223754882812
mps-uncap,0.9,1.8415927886962884,19.769139289855957,2.969193458557129
mps-uncap,1.0,1.8242144584655757,20.373754501342773,3.2480168342590328
mps-uncap,0.5,1.693110466003421,19.49603796005249,3.0070495605468737
mps-uncap,0.6,1.7240476608276367,19.43498134613037,3.06274890899658
mps-uncap,0.7,1.7992353439331057,19.880294799804688,3.187072277069092
mps-uncap,0.1,1.522555351257324,26.01374626159668,2.97989845275879
mps-uncap,0.2,1.5474677085876458,25.35819530487061,2.9459428787231445
mps-uncap,0.3,1.593663692474365,25.04340171813965,2.9764175415039062
mps-uncap,0.4,1.7091703414916994,19.593191146850586,2.9901146888732906
