mode,load,0_alexnet-8,1_efficientnet_b6-4,2_squeezenet1_0-4
mps-uncap,0.8,1.3034343719482422,15.538692474365234,2.000093460083008
mps-uncap,0.9,1.39617919921875,16.8912410736084,2.184152603149414
mps-uncap,1.0,1.4607906341552734,19.014596939086914,2.568364143371582
mps-uncap,0.5,1.2290477752685547,13.585448265075684,2.377748489379883
mps-uncap,0.6,1.2235641479492188,13.664722442626953,2.3071765899658203
mps-uncap,0.7,1.2857913970947266,14.736175537109375,2.1390914916992188
mps-uncap,0.1,1.2297630310058594,22.753238677978516,2.519845962524414
mps-uncap,0.2,1.2204647064208984,17.83430576324463,2.4776458740234375
mps-uncap,0.3,1.216888427734375,17.05920696258545,2.4652481079101562
mps-uncap,0.4,1.2269020080566406,14.322996139526367,2.4344921112060547
