mode,load,0_alexnet-8,1_efficientnet_b6-4,2_squeezenet1_0-4
mps-uncap,0.8,1.6102790832519531,18.40829849243164,2.52532958984375
mps-uncap,0.9,1.651763916015625,19.103145599365234,2.6466846466064453
mps-uncap,1.0,1.6536712646484375,19.807767868041992,2.9900074005126953
mps-uncap,0.5,1.4545917510986328,17.71700382232666,2.6564598083496094
mps-uncap,0.6,1.4927387237548828,16.77265167236328,2.643871307373047
mps-uncap,0.7,1.5833377838134766,17.853736877441406,2.742290496826172
mps-uncap,0.1,1.377725601196289,25.537872314453125,2.7616024017333984
mps-uncap,0.2,1.370692253112793,23.976778984069824,2.707672119140625
mps-uncap,0.3,1.3835668563842773,21.867680549621586,2.719402313232422
mps-uncap,0.4,1.4405250549316406,18.506884574890137,2.6788711547851562
