mode,load,0_alexnet-8,1_efficientnet_b6-4,2_squeezenet1_0-4
mps-uncap,0.8,25.170087814331055,118.10445785522461,22.648334503173828
mps-uncap,0.9,31.300067901611328,159.1012477874756,42.16289520263672
mps-uncap,1.0,49.14069175720215,750.0760555267334,148.89860153198242
mps-uncap,0.5,10.085582733154297,61.8898868560791,12.398719787597656
mps-uncap,0.6,10.909318923950195,62.98422813415527,15.454769134521484
mps-uncap,0.7,12.699604034423828,110.31484603881836,21.51203155517578
mps-uncap,0.1,3.179788589477539,45.65095901489258,7.330894470214844
mps-uncap,0.2,4.585742950439453,50.97246170043945,7.560253143310547
mps-uncap,0.3,5.4950714111328125,53.98678779602051,11.27004623413086
mps-uncap,0.4,8.360624313354492,57.65843391418457,12.575864791870117
