mode,load,0_alexnet-8,1_efficientnet_b6-4,2_squeezenet1_0-4
mps-uncap,0.8,6.081986427307129,50.33683776855469,6.552743911743163
mps-uncap,0.9,10.31637191772461,87.6657009124756,9.68623161315918
mps-uncap,1.0,23.65443706512451,445.7899093627931,60.35013198852541
mps-uncap,0.5,2.550840377807617,26.965403556823727,5.354309082031254
mps-uncap,0.6,3.0592918395996107,30.29451370239258,5.786752700805664
mps-uncap,0.7,4.07094955444336,38.63942623138428,6.408572196960449
mps-uncap,0.1,1.4773845672607422,25.862646102905273,2.9304027557373047
mps-uncap,0.2,1.6380310058593754,27.774310111999526,3.5634517669677734
mps-uncap,0.3,2.003908157348633,26.1216402053833,4.184818267822266
mps-uncap,0.4,2.2892475128173833,28.133296966552734,4.629731178283691
