mode,load,0_alexnet-8,1_efficientnet_b6-4,2_squeezenet1_0-4
mps-uncap,0.8,24.047136306762695,101.66049003601074,20.226478576660156
mps-uncap,0.9,29.874563217163086,140.49935340881348,40.16995429992676
mps-uncap,1.0,47.39856719970703,730.1690578460693,145.95603942871094
mps-uncap,0.5,8.49008560180664,48.31123352050781,10.822534561157227
mps-uncap,0.6,9.513616561889648,50.85396766662598,13.25368881225586
mps-uncap,0.7,11.294126510620117,98.60110282897949,18.619775772094727
mps-uncap,0.1,2.138853073120117,22.945404052734375,4.770755767822266
mps-uncap,0.2,3.3948421478271484,35.08305549621582,5.326986312866211
mps-uncap,0.3,4.442453384399414,37.9331111907959,9.037017822265625
mps-uncap,0.4,7.190704345703125,43.72978210449219,10.293245315551758
