mode,load,0_efficientnet_b6-4,1_squeezenet1_0-32,2_vgg13-4
mps-uncap,0.8,24.249792098999023,8.118629455566406,4.420995712280273
mps-uncap,0.9,33.20479393005371,8.7432861328125,5.254030227661133
mps-uncap,1.0,43.045997619628906,9.531021118164062,5.718708038330078
mps-uncap,0.5,18.507003784179688,6.326436996459961,2.6428699493408203
mps-uncap,0.6,18.631458282470703,6.787300109863281,2.999544143676758
mps-uncap,0.7,19.84882354736328,7.584095001220703,3.3845901489257812
mps-uncap,0.1,23.433923721313477,5.6514739990234375,2.617359161376953
mps-uncap,0.2,24.228692054748535,5.650758743286133,2.580881118774414
mps-uncap,0.3,20.705819129943848,5.654096603393555,2.5734901428222656
mps-uncap,0.4,18.874168395996094,5.9566497802734375,2.5779008865356445
