mode,load,0_efficientnet_b6-4,1_squeezenet1_0-32,2_vgg13-4
mps-uncap,0.8,72.38587786589949,2560.8573139781233,536.4793102295016
mps-uncap,0.9,82.3780305072818,3021.1939134163094,593.2166394990699
mps-uncap,1.0,90.70144654001201,3247.709259447198,666.4703969622407
mps-uncap,0.5,44.983040283832885,1604.2598314984145,330.85143589528104
mps-uncap,0.6,54.435122986979195,1973.9907777807448,396.65898494694176
mps-uncap,0.7,58.93212910804874,2214.885135638103,454.9577313603066
mps-uncap,0.1,8.33194609777225,319.1238170038321,65.83874148302318
mps-uncap,0.2,16.39958182924351,659.3778811114496,137.3217689394756
mps-uncap,0.3,27.180467641944983,1021.1416481026164,195.6843424768554
mps-uncap,0.4,34.94710403147549,1308.3820408391123,264.52275975695034
