mode,load,0_alexnet-2,1_resnet101-8,2_squeezenet1_1-32
mps-uncap,0.8,3.1790113449096675,18.992500305175778,9.891843795776362
mps-uncap,0.9,3.2858633995056152,19.32687759399414,7.564806938171388
mps-uncap,1.0,3.7117481231689413,19.33262825012207,7.609834671020508
mps-uncap,0.5,3.0527448654174787,17.590618133544922,9.860734939575195
mps-uncap,0.6,3.1105899810791002,17.433958053588864,9.872250556945799
mps-uncap,0.7,3.5494017601013184,16.169188022613525,9.885725975036621
mps-uncap,0.1,2.9233121871948216,22.38140106201172,9.617958068847653
mps-uncap,0.2,2.9836654663085924,21.581871509552002,9.84441757202148
mps-uncap,0.3,3.2090520858764653,20.773210525512695,9.244780540466309
mps-uncap,0.4,3.2615900039672834,18.178825378417965,9.856958389282227
