mode,load,0_alexnet-2,1_resnet101-8,2_squeezenet1_1-32
mps-uncap,0.8,2.514767646789551,17.82078742980957,7.287788391113281
mps-uncap,0.9,2.595925331115723,18.41111183166504,7.264375686645508
mps-uncap,1.0,2.5451183319091797,18.732690811157227,7.356595993041993
mps-uncap,0.5,2.1807432174682613,15.552282333374023,7.174539566040039
mps-uncap,0.6,2.313947677612307,16.041946411132812,7.0452213287353525
mps-uncap,0.7,2.6934146881103516,14.680290222167969,7.264375686645508
mps-uncap,0.1,1.5787601470947268,20.557880401611328,7.824277877807617
mps-uncap,0.2,1.6375541687011719,20.62385082244873,7.69214630126953
mps-uncap,0.3,2.03080177307129,17.230749130249023,7.586669921875001
mps-uncap,0.4,2.2568702697753906,16.218137741088867,7.82012939453125
