mode,load,0_alexnet-2,1_resnet101-8,2_squeezenet1_1-32
mps-uncap,0.8,11.626482009887695,171.3020038604736,90.17397403717038
mps-uncap,0.9,18.96035671234131,663.2178115844729,1872.0030784606936
mps-uncap,1.0,73.72868061065637,8074.399795532227,9484.41701412201
mps-uncap,0.5,3.6359286308288414,29.05616760253905,18.346035480499264
mps-uncap,0.6,4.564394950866689,52.11495399475096,28.88651371002197
mps-uncap,0.7,9.730272293090824,73.63739013671872,32.696204185485826
mps-uncap,0.1,1.3606309890747053,18.62506866455075,7.763099670410136
mps-uncap,0.2,1.9851970672607415,23.310096263885487,9.945950508117662
mps-uncap,0.3,2.8611111640930176,21.09786510467533,12.670950889587404
mps-uncap,0.4,3.6881446838378897,22.613611221313473,15.64414978027337
