mode,load,0_inception_v3-32,1_resnet152-32,2_resnet152-32
mps-uncap,0.8,637.0866632461534,684.0083312988281,542.480058670044
mps-uncap,0.9,758.7253618240356,4504.24506187439,1330.7679462432861
mps-uncap,1.0,6746.002261638641,5776.0461378097525,5807.234897613526
mps-uncap,0.5,87.61732101440425,150.9649324417114,152.39009857177737
mps-uncap,0.6,155.93651294708226,215.29664039611842,183.27778339385978
mps-uncap,0.7,204.13020610809136,225.4953098297119,298.13796281814575
mps-uncap,0.1,39.438858032226605,61.80042743682859,76.10076904296868
mps-uncap,0.2,49.135942459106275,62.13948249816899,80.96365928649907
mps-uncap,0.3,52.004671096801744,93.9546537399293,79.8515367507934
mps-uncap,0.4,73.43397378921512,114.40471649169916,114.9615144729615
