mode,load,0_inception_v3-32,1_resnet152-32,2_resnet152-32
mps-uncap,0.8,46.00634574890137,65.64559936523438,63.35458755493165
mps-uncap,0.9,46.8752384185791,66.60566329956055,64.3388032913208
mps-uncap,1.0,47.028493881225586,66.58971309661865,64.45310115814209
mps-uncap,0.5,38.65361213684082,58.487749099731445,56.656837463378906
mps-uncap,0.6,40.92133045196533,58.858680725097656,60.71779727935792
mps-uncap,0.7,43.566036224365234,62.88909912109375,60.73808670043945
mps-uncap,0.1,24.840974807739258,41.76993370056153,42.94581413269043
mps-uncap,0.2,26.12895965576172,43.03021430969238,42.5945520401001
mps-uncap,0.3,28.538942337036133,50.24299621582032,48.780012130737305
mps-uncap,0.4,31.556129455566406,54.48284149169922,51.80051326751709
