mode,load,0_inception_v3-32,1_resnet152-32,2_resnet152-32
mps-uncap,0.8,65.68503379821777,109.57193374633789,105.78775405883789
mps-uncap,0.9,294.1138744354248,2034.4593524932861,368.2461977005005
mps-uncap,1.0,3467.719554901123,2691.7567253112793,4037.0213985443115
mps-uncap,0.5,22.672176361083984,44.440627098083496,46.65374755859375
mps-uncap,0.6,27.065157890319824,53.07292938232422,51.35369300842285
mps-uncap,0.7,36.64135932922363,60.90116500854492,59.320688247680664
mps-uncap,0.1,18.7680721282959,29.890775680541992,29.774188995361328
mps-uncap,0.2,17.776012420654297,29.782533645629883,29.65569496154785
mps-uncap,0.3,16.69323444366455,34.697771072387695,33.907413482666016
mps-uncap,0.4,19.86873149871826,36.68665885925293,36.6969108581543
