mode,load,0_inception_v3-32,1_resnet152-32,2_resnet152-32
mps-uncap,0.8,50.63939094543457,70.08028030395508,68.83430480957031
mps-uncap,0.9,52.1397590637207,73.9433765411377,70.73831558227539
mps-uncap,1.0,56.01382255554199,77.62265205383301,67.82841682434082
mps-uncap,0.5,50.7204532623291,69.46730613708496,65.3083324432373
mps-uncap,0.6,51.89394950866699,68.75276565551758,69.36788558959961
mps-uncap,0.7,51.51772499084473,70.91021537780762,66.98465347290039
mps-uncap,0.1,50.13632774353027,62.894582748413086,62.29758262634277
mps-uncap,0.2,58.92348289489746,80.64842224121094,80.780029296875
mps-uncap,0.3,50.47607421875,63.04192543029785,62.75010108947754
mps-uncap,0.4,50.9190559387207,67.30413436889648,67.17777252197266
