mode,load,0_inception_v3-32,1_resnet152-32,2_resnet152-32
mps-uncap,0.8,856.5380573272705,757.0252418518066,634.4268321990967
mps-uncap,0.9,882.7877044677734,4627.067804336548,1444.1683292388916
mps-uncap,1.0,6854.028940200806,5915.473222732544,5933.797836303711
mps-uncap,0.5,126.95646286010742,249.33457374572754,212.97240257263184
mps-uncap,0.6,218.25528144836426,239.9909496307373,215.45934677124023
mps-uncap,0.7,287.076473236084,375.19311904907227,466.4163589477539
mps-uncap,0.1,50.1551628112793,62.91818618774414,81.04944229125977
mps-uncap,0.2,66.4527416229248,84.79928970336914,86.67159080505371
mps-uncap,0.3,57.344913482666016,114.35317993164062,121.51002883911133
mps-uncap,0.4,101.31716728210449,133.4555149078369,153.21874618530273
