mode,load,0_inception_v3-32,1_resnet152-32,2_resnet152-32
mps-uncap,0.8,11.258840560913086,27.305126190185547,27.460098266601562
mps-uncap,0.9,11.245012283325195,27.909278869628906,27.525663375854492
mps-uncap,1.0,11.804342269897461,42.952775955200195,38.06734085083008
mps-uncap,0.5,11.100053787231445,27.110576629638672,27.1761417388916
mps-uncap,0.6,11.075496673583984,27.30083465576172,27.179956436157227
mps-uncap,0.7,11.054754257202148,27.256250381469727,27.356624603271484
mps-uncap,0.1,13.198375701904297,27.33016014099121,27.48894691467285
mps-uncap,0.2,11.107206344604492,27.178287506103516,27.148723602294922
mps-uncap,0.3,11.046171188354492,26.996612548828125,27.076244354248047
mps-uncap,0.4,11.117219924926758,27.0388126373291,27.08148956298828
