mode,load,0_inception_v3-32,1_resnet152-32,2_resnet152-32
mps-uncap,0.8,48.5021710395813,67.44387626647949,66.78528308868407
mps-uncap,0.9,48.95217418670654,67.79051780700684,67.16027021408081
mps-uncap,1.0,48.784496784210205,67.99062013626099,66.78153038024902
mps-uncap,0.5,47.30228900909424,65.16190528869626,62.76283264160157
mps-uncap,0.6,47.498810291290276,65.34506797790532,66.27795457839962
mps-uncap,0.7,48.37510585784911,67.4296760559082,65.86742401123047
mps-uncap,0.1,39.41097736358647,61.753835678100565,61.108379364013665
mps-uncap,0.2,40.37278175353994,59.90612506866455,62.34725713729859
mps-uncap,0.3,42.75720119476318,60.315022468566895,57.39209175109861
mps-uncap,0.4,47.36130475997926,65.41018486022948,64.28074836730957
