mode,load,0_inception_v3-32,1_resnet152-32,2_resnet152-32
mps-uncap,0.8,819.2019462585449,691.9822692871094,572.1557140350342
mps-uncap,0.9,844.2904949188232,4572.312116622925,1382.7013969421387
mps-uncap,1.0,6808.381795883179,5848.525524139404,5873.9683628082275
mps-uncap,0.5,95.59249877929688,212.58997917175293,155.46011924743652
mps-uncap,0.6,191.2245750427246,197.75772094726562,176.50747299194336
mps-uncap,0.7,262.0208263397217,311.6309642791748,405.15732765197754
mps-uncap,0.1,16.1893367767334,21.993398666381836,41.867733001708984
mps-uncap,0.2,32.65047073364258,46.01740837097168,54.6412467956543
mps-uncap,0.3,37.26458549499512,72.74413108825684,64.77975845336914
mps-uncap,0.4,69.91147994995117,83.15825462341309,122.97987937927246
