mode,load,0_inception_v3-32,1_resnet152-32,2_resnet152-32
mps-uncap,0.8,600.394885540008,617.8495121002196,478.7116193771362
mps-uncap,0.9,717.882604598999,4439.027709960937,1268.9556002616882
mps-uncap,1.0,6704.643054008484,5710.172762870789,5746.293594837189
mps-uncap,0.5,56.43074989318841,102.60656356811516,108.69846343994158
mps-uncap,0.6,125.7833886146543,171.49439811706551,134.88314390182484
mps-uncap,0.7,178.71860504150354,169.2810726165771,245.1687455177307
mps-uncap,0.1,11.81328535079957,18.147521018981923,27.916822433471648
mps-uncap,0.2,24.450311660766577,27.312703132629398,33.801662921905546
mps-uncap,0.3,30.06004095077514,59.28032875061042,48.672809600830014
mps-uncap,0.4,44.16101455688481,70.94721794128407,70.42921304702759
