mode,load,0_inception_v3-32,1_resnet152-32,2_resnet152-32
mps-uncap,0.8,36.37564182281494,58.92658233642578,57.126522064208984
mps-uncap,0.9,42.41752624511719,63.14682960510254,60.96017360687256
mps-uncap,1.0,43.41244697570801,63.89260292053223,61.516404151916504
mps-uncap,0.5,18.978595733642578,37.48202323913574,36.38792037963867
mps-uncap,0.6,23.741602897644043,40.8780574798584,40.34125804901123
mps-uncap,0.7,26.20220184326172,48.72417449951172,46.01573944091797
mps-uncap,0.1,17.87412166595459,29.77895736694336,29.688119888305664
mps-uncap,0.2,16.839265823364258,29.6933650970459,29.551029205322266
mps-uncap,0.3,15.878915786743164,30.19571304321289,30.0750732421875
mps-uncap,0.4,15.879631042480469,33.426761627197266,32.05215930938721
