mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-16,2_resnet152-32,3_squeezenet1_1-4
mps-uncap,1.0,0.000476837158203125,0.0050067901611328125,0.000476837158203125,0.0021457672119140625
