mode,load,0_densenet161-4,1_densenet161-4,2_densenet161-4,3_densenet161-4
mig,0.1,22.858715057373047,22.848033905029297,22.5675106048584,32.54804611206055
mig,0.2,22.99537658691406,23.157262802124023,22.729730606079105,32.58390426635742
mig,0.3,17.431116104125977,17.681097984313965,17.652034759521484,32.57453441619873
mig,0.4,17.36156940460205,17.61488914489746,17.57955551147461,32.54599571228027
mig,0.5,17.31743812561035,17.567062377929688,17.51255989074707,32.533907890319824
mig,0.6,17.273426055908203,17.525196075439453,17.459678649902344,32.501983642578125
mig,0.7,17.24386215209961,17.459917068481445,17.451167106628418,32.445669174194336
mig,0.8,17.23003387451172,17.47417449951172,17.424297332763672,32.42981433868408
mig,0.9,17.215371131896973,17.467260360717773,17.426490783691406,32.387614250183105
mig,1.0,17.22407341003418,17.46065616607666,17.398357391357422,32.37605094909668
