mode,load,0_densenet161-4,1_densenet161-4,2_densenet161-4,3_densenet161-4
mig,0.1,41.31767272949219,41.462936401367195,43.92172813415523,64.27223205566406
mig,0.2,42.65391826629641,46.89841032028196,44.615612030029226,81.30313158035287
mig,0.3,55.863451957702594,47.55664110183709,59.395253658294635,90.89590787887578
mig,0.4,56.49025440216051,67.29385375976561,58.05567741394012,106.31165504455565
mig,0.5,77.9254150390625,70.92276096344004,77.46140956878664,135.33299446105957
mig,0.6,77.69964456558223,91.94617271423338,112.51891136169428,206.91091060638445
mig,0.7,136.64148092269915,121.31056785583493,115.49496650695818,205.95142841339114
mig,0.8,320.1383495330815,170.5843687057496,276.16119384765614,274.7526788711547
mig,0.9,254.86634969711298,470.350158214569,355.149326324463,1139.1442060470577
mig,1.0,871.7808485031128,1512.1608471870422,609.1819643974302,3386.5283179283138
