mode,load,0_densenet161-4,1_densenet161-4,2_densenet161-4,3_densenet161-4
mig,0.1,3.414011001586921,8.361434936523446,4.88815307617189,2.390527725219774
mig,0.2,12.169742584228514,11.736869812011724,11.106109619140627,21.950578689575202
mig,0.3,16.528844833374023,14.766836166381838,14.180183410644531,26.300334930419943
mig,0.4,17.694115638732914,17.001533508300785,16.52603149414063,29.868745803833008
mig,0.5,25.89335441589355,23.454713821411147,23.550128936767578,45.99494934082032
mig,0.6,31.244730949401863,36.38744354248047,37.615346908569336,57.447552680969224
mig,0.7,58.3176136016846,57.48333930969237,58.60638618469238,110.2142333984375
mig,0.8,94.10777091979985,69.9092864990235,96.33021354675296,129.89511489868167
mig,0.9,148.6339569091797,316.0686492919922,192.82469749450686,712.0437622070312
mig,1.0,541.1713123321533,1056.2107086181643,447.6699590682984,3139.8041009902954
