mode,load,0_densenet161-32,1_densenet161-32
mig,0.1,0.021696090698242188,0.021696090698242188
mig,0.2,0.016450881958007812,0.021219253540039062
mig,0.3,0.015020370483398438,0.016689300537109375
mig,0.4,0.015497207641601562,0.019073486328125
mig,0.5,0.01621246337890625,0.01621246337890625
mig,0.6,0.015020370483398438,0.017404556274414062
mig,0.7,0.015735626220703125,0.017642974853515625
mig,0.8,0.015735626220703125,0.0209808349609375
mig,0.9,0.016689300537109375,0.0152587890625
mig,1.0,0.018596649169921875,0.02384185791015625
