mode,load,0_densenet161-32,1_densenet161-32
mig,0.1,0.061511993408203125,0.06258487701416016
mig,0.2,0.06318092346191406,0.0642538070678711
mig,0.3,0.06270408630371094,0.06389617919921875
mig,0.4,0.06175041198730469,0.08630752563476562
mig,0.5,0.06175041198730469,19.299983978271484
mig,0.6,0.06818771362304688,47.513365745544434
mig,0.7,19.436120986938477,65.48857688903809
mig,0.8,24.48129653930664,206.55274391174316
mig,0.9,51.03409290313721,2352.2071838378906
mig,1.0,194.0016746520996,4266.740322113037
