mode,load,0_densenet161-4,1_mobilenet_v3_large-2,2_squeezenet1_0-8
mps-uncap,0.8,10.727405548095703,2.651691436767578,1.6586780548095703
mps-uncap,0.9,16.310930252075195,6.236553192138672,3.9310455322265625
mps-uncap,1.0,1217.4959182739258,8.440971374511719,23.1626033782959
mps-uncap,0.5,0.04553794860839844,0.4334449768066406,0.041484832763671875
mps-uncap,0.6,0.0591278076171875,0.7693767547607422,0.062465667724609375
mps-uncap,0.7,5.875945091247559,1.5628337860107422,0.8455514907836914
mps-uncap,0.1,0.06210803985595703,0.05340576171875,0.04267692565917969
mps-uncap,0.2,0.05936622619628906,0.05125999450683594,0.041484832763671875
mps-uncap,0.3,0.05745887756347656,0.04887580871582031,0.041484832763671875
mps-uncap,0.4,0.04863739013671875,0.15544891357421875,0.04506111145019531
