mode,load,0_densenet161-4,1_mobilenet_v3_large-2,2_squeezenet1_0-8
mps-uncap,0.8,209.86364315908943,468.0795483186939,2506.7647702189656
mps-uncap,0.9,227.99701869547548,523.2405295634516,2865.173390365145
mps-uncap,1.0,255.86015560082632,555.1308849087336,3173.634802423032
mps-uncap,0.5,132.3384848612603,291.40719259048694,1563.6487006276093
mps-uncap,0.6,154.25579573280632,339.5056204184434,1880.9219256890303
mps-uncap,0.7,186.00052715029125,402.86036029825704,2192.130982550353
mps-uncap,0.1,27.783457666299718,57.51203950216568,332.25163162314715
mps-uncap,0.2,51.77148890780025,116.21429261458736,643.1916034887697
mps-uncap,0.3,77.45811447878853,174.581396351532,956.4287867265692
mps-uncap,0.4,103.93985046383366,231.6073676006644,1274.204316544686
