mode,load,0_densenet161-4,1_mobilenet_v3_large-2,2_squeezenet1_0-8
mps-uncap,0.8,103.37887287139895,25.711410045623786,16.569175720214822
mps-uncap,0.9,159.4099044799805,58.15706729888912,37.42544174194336
mps-uncap,1.0,2103.135960102081,62.40758895874023,84.26653861999506
mps-uncap,0.5,36.89941406249999,18.02152395248413,9.192552566528317
mps-uncap,0.6,58.80781888961793,16.45055770874023,10.093264579772946
mps-uncap,0.7,93.74421834945679,17.349805831909173,13.130159378051745
mps-uncap,0.1,43.38256597518916,17.038035392761234,4.735140800476072
mps-uncap,0.2,41.339631080627434,20.929629802703857,5.444207191467282
mps-uncap,0.3,37.879445552825935,20.738401412963874,6.413097381591796
mps-uncap,0.4,38.1627559661865,19.871685504913316,7.879800796508787
