mode,load,0_densenet161-4,1_mobilenet_v3_large-2,2_squeezenet1_0-8
mps-uncap,0.8,43.40887069702149,10.798096656799316,6.8058252334594735
mps-uncap,0.9,65.4691219329834,23.24590682983399,15.227699279785158
mps-uncap,1.0,1931.702446937561,29.76183891296387,57.28135108947754
mps-uncap,0.5,13.27385902404785,6.233835220336911,2.6644706726074214
mps-uncap,0.6,17.527580261230472,5.955553054809571,3.2958984375
mps-uncap,0.7,33.77790451049805,6.832599639892574,4.996562004089356
mps-uncap,0.1,3.393101692199701,4.812097549438477,0.07071495056152341
mps-uncap,0.2,10.883998870849615,6.9370031356811515,1.275825500488281
mps-uncap,0.3,11.607742309570307,7.280969619750979,1.8421173095703127
mps-uncap,0.4,13.076877593994142,6.856989860534668,2.3816585540771484
