mode,load,0_densenet161-4,1_mobilenet_v3_large-2,2_squeezenet1_0-8
mps-uncap,0.8,9.616374969482422,2.7523040771484375,1.7697811126708984
mps-uncap,0.9,9.72604751586914,2.804279327392578,1.7673969268798828
mps-uncap,1.0,9.476661682128906,2.7551651000976562,1.7740726470947266
mps-uncap,0.5,9.465217590332031,2.675294876098633,1.7728805541992188
mps-uncap,0.6,9.418249130249023,2.7132034301757812,1.7561912536621094
mps-uncap,0.7,9.424686431884766,2.7365684509277344,1.7552375793457031
mps-uncap,0.1,9.727001190185547,2.782106399536133,1.7724037170410156
mps-uncap,0.2,9.424448013305664,2.7506351470947266,1.7619132995605469
mps-uncap,0.3,9.567737579345703,2.7701854705810547,1.7566680908203125
mps-uncap,0.4,9.575366973876953,2.7632713317871094,1.7571449279785156
