mode,load,0_densenet161-4,1_mobilenet_v3_large-2,2_squeezenet1_0-8
mps-uncap,0.8,0.01239776611328125,0.008106231689453125,0.007867813110351562
mps-uncap,0.9,0.010728836059570312,0.009059906005859375,0.0073909759521484375
mps-uncap,1.0,0.013828277587890625,0.008821487426757812,0.008106231689453125
mps-uncap,0.5,0.01239776611328125,0.008821487426757812,0.008106231689453125
mps-uncap,0.6,0.010013580322265625,0.008106231689453125,0.0073909759521484375
mps-uncap,0.7,0.011444091796875,0.008821487426757812,0.0073909759521484375
mps-uncap,0.1,0.0133514404296875,0.011444091796875,0.010013580322265625
mps-uncap,0.2,0.013589859008789062,0.011205673217773438,0.008344650268554688
mps-uncap,0.3,0.011920928955078125,0.010728836059570312,0.00858306884765625
mps-uncap,0.4,0.011920928955078125,0.009298324584960938,0.008821487426757812
