mode,load,0_efficientnet_b5-32,1_squeezenet1_0-8,2_vgg16-8
mps-uncap,1.0,455.97138274768974,686.810397286635,712.1219214146321
mig,1.0,503.3032782592959,1496.6159567682084,401.3215998626421
