mode,load,0_densenet169-16,1_resnet18-16,2_vgg16-32
mps-uncap,0.8,119.70385719216473,722.8518734434,1166.696674107762
mps-uncap,0.9,127.07848701773923,803.7602314405847,1339.3873296481052
mps-uncap,1.0,135.91031609665356,898.1469496855784,1491.9859570293518
mps-uncap,0.5,70.81040722740539,444.8733859523492,724.7339221285994
mps-uncap,0.6,89.03229412485761,523.4676717168752,913.1148541206711
mps-uncap,0.7,96.35179512136436,621.807212121036,1054.7973231319606
mps-uncap,0.1,15.346767791816388,89.81508406709348,166.7316954368634
mps-uncap,0.2,25.965010510037605,175.1889260321576,319.3009609625515
mps-uncap,0.3,44.38641177226609,271.3203189992994,455.3062729964822
mps-uncap,0.4,55.75956847102334,350.30764574973097,583.0245248820539
