mode,load,0_densenet169-16,1_resnet18-16,2_vgg16-32
mps-uncap,0.8,147.07093238830572,40.06969928741455,76.08590126037596
mps-uncap,0.9,381.1359167098999,125.36156177520763,417.012095451355
mps-uncap,1.0,2638.3831977844243,1028.7736892700195,1175.5182743072512
mps-uncap,0.5,72.77083396911621,17.57359504699707,42.78676509857178
mps-uncap,0.6,85.85822582244873,23.27442169189453,51.3998031616211
mps-uncap,0.7,103.52492332458496,30.492115020751978,88.05248737335205
mps-uncap,0.1,33.73305797576904,4.865312576293949,19.284820556640632
mps-uncap,0.2,36.04626655578613,11.487340927124032,25.294685363769535
mps-uncap,0.3,40.444874763488755,14.931440353393558,31.86812400817871
mps-uncap,0.4,53.345561027526855,16.36521816253662,34.6221923828125
