mode,load,0_resnet152-32,1_resnet152-32
mig,0.1,0.01239776611328125,0.015020370483398438
mig,0.2,0.01239776611328125,0.011920928955078125
mig,0.3,0.012636184692382812,0.012159347534179688
mig,0.4,0.011920928955078125,0.012159347534179688
mig,0.5,0.009775161743164062,0.011682510375976562
mig,0.6,0.01239776611328125,0.012636184692382812
mig,0.7,0.012159347534179688,0.011682510375976562
mig,0.8,0.011682510375976562,0.0171661376953125
mig,0.9,0.011682510375976562,0.013828277587890625
mig,1.0,0.015735626220703125,0.022172927856445312
