mode,load,0_resnet152-32,1_resnet152-32
mig,0.1,99.60770606994629,124.6337890625
mig,0.2,121.24323844909668,144.41704750061035
mig,0.3,165.8308506011963,164.63541984558105
mig,0.4,257.8320503234863,322.9978084564209
mig,0.5,238.74282836914062,360.72802543640137
mig,0.6,384.77063179016113,626.6646385192871
mig,0.7,473.04368019104004,460.4907035827637
mig,0.8,878.8900375366211,2872.7774620056152
mig,0.9,1760.4517936706543,9175.228357315063
mig,1.0,3072.718858718872,12258.533954620361
