mode,load,0_efficientnet_b7-8,1_mobilenet_v2-32,2_mobilenet_v2-32,3_squeezenet1_0-16
mps-uncap,1.0,76.05903148651123,21.046686172485355,21.037673950195312,14.069080352783203
