mode,load,0_efficientnet_b7-8,1_mobilenet_v2-32,2_mobilenet_v2-32,3_squeezenet1_0-16
mps-uncap,1.0,108.78126047523389,1707.8152294647757,1707.8032047069717,1596.9409051010828
