mode,load,0_efficientnet_b7-8,1_mobilenet_v2-32,2_mobilenet_v2-32,3_squeezenet1_0-16
mps-uncap,1.0,61.319589614868164,16.10541343688965,15.449285507202148,4.492044448852539
