mode,load,0_efficientnet_b7-8,1_mobilenet_v2-32,2_mobilenet_v2-32,3_squeezenet1_0-16
mps-uncap,1.0,80.72590827941895,23.33354949951172,23.69546890258789,20.089149475097656
